"","sexe_dente","Airesecteur1_dente","Airesecteur2_dente","Airesecteur3_dente","Airesecteur4_dente","Airesecteur5_dente","Airesecteur6_dente","Airesecteur7_dente","Airesecteur8_dente","CEJ_crete_dente","M_CEJ_dente","BC_dente","Echancrure1_dente","InclinaisonTable_dente","xBA_dente","yBA_dente","PositionyM_dente","PsitionxM_dente","MC_dente","MB_dente","SLaTaOsM_dente","SLaTaOs25_dente","SLaTaOs50_dente","SLaTaOs75_dente","SEpCoM_dente","SEpCo25_dente","SEpCo50_dente","SEpCo75_dente","SEpTaOs2mmC_dente","SEpTaOsTangM_dente","SEpCo2mmC_dente","SEpCo2mmM_dente","SEpTr2mmC_dente","SEpTr2mmM_dente","SEpTr25_dente","SEpTr50_dente","SEpTr75_dente","SEpTrM_dente","SSuToMa_dente","SPeToMa_dente","SSuTrPaAl_dente","SPeTrAl_dente","SSuToCo_dente","SPeToCo_dente","SSuToTr_dente","SPeToTr_dente","SSuCoAl_dente","SPeCoAl_dente","SSuMaPaAl_dente","SPeMaAl_dente","SSuMaPaBas_dente","SPeMaBas_dente","SSuCoBa_dente","SPeCoBas_dente","SSuTrPaBas_dente","SPeBaTr_dente","NGCoC_dente","NGCoB_dente","DiffNG_dente","NGCoApgauche_dente","NGCoApdroite_dente","NGTrabC_dente","NGTrabB_dente","NGTrabN_dente","VEVIApex_dente","LELIApex_dente","VEVIM_dente","LELIM_dente","VEVI2mmC_dente","LELI2mmC_dente","MVE_dente","MVI_dente","MLE_dente","MLI_dente","SSuApexC_dente","SSuApexM_dente","MApex_dente","CApex_dente","SLaTaOsAp_dente","SEpTrAp_dente","SEpCoAp_dente","surf_alv","surf_mand","surf_rac","surf_souche","haut_alv_mand","haut_alv","haut_mand","FM1_edente","FM2_edente"
"55","1","0.052","0.162","0.189","0.058","0.077","0.209","0.202","0.050",9,92,135,"0.977","-0.573","53.386","87.692",91,55,69,66,58,54,58,58,23,17,20,20,53,58,53,21,0,37,37,38,38,35,6782,"341.147",2174,"186.527",3457,"592.206",3325,"254.162",1450,"358.953",3624,"242.426",3100,"222.225",1984,"290.894",1116,"136.669","154.155","176.055","21.900","139.738","172.664","87.214","86.530","81.915",14,8,12,10,23,23,30,18,28,18,2688,876,16,53,58,38,20,0.11037527593819,0.0508699498672958,0.186755952380952,-0.10958904109589,0.141039236479321,0.217391304347826,0.0888888888888889,143,445
"56","1","0.047","0.123","0.093","0.038","0.136","0.402","0.121","0.039",11,87,126,"0.947","18.351","57.526","82.972",101,66,82,44,46,40,55,58,22,17,28,39,17,47,17,22,0,25,23,27,19,24,5164,"300.409",1511,"193.297",3156,"540.183",2113,"235.050",2135,"394.433",3646,"251.137",1577,"158.326",999,"206.510",578,"96.184","140.307","220.213","79.906","200.610","218.045","108.570","116.922","106.545",15,16,11,10,1,0,23,12,22,12,1731,1856,35,45,59,27,32,0.204607789358201,0.0927575522850504,0.398613518197574,0.0247844827586207,0.0834403080872915,0.170731707317073,0.0952380952380952,236,473
"57","1","0.076","0.179","0.089","0.010","0.057","0.272","0.229","0.087",25,97,128,"0.886","12.382","58.605","130.208",142,56,72,56,46,58,66,61,21,21,26,30,30,49,30,24,0,25,37,40,31,25,5938,"343.284",2019,"190.569",3153,"591.760",2785,"248.476",1783,"223.581",3802,"258.652",2090,"181.740",1349,"242.267",741,"110.527","124.085","178.820","54.735","151.722","169.003","115.307","76.539","98.668",12,9,9,11,0,0,14,5,33,22,972,2772,47,25,61,39,22,0.27695949500263,0.176321993937353,0.819958847736626,0.0854978354978355,0.0870870870870871,0.208333333333333,0.1328125,235,492
"58","0","0.065","0.162","0.076","0.020","0.051","0.356","0.222","0.049",17,150,162,"0.965","12.750","56.729","105.510",129,58,101,61,52,66,65,60,21,23,27,28,49,53,35,23,14,30,43,38,32,27,8634,"395.998",3262,"266.610",4339,"714.442",4295,"318.997",2555,"517.019",5817,"310.409",2765,"205.054",1763,"270.066",1002,"125.012","127.250","215.470","88.220","181.149","218.640","118.587","111.797","114.117",13,15,11,11,14,9,21,10,31,20,2880,2872,49,52,65,38,27,0.324565927454014,0.233263840630067,0.624305555555556,0.0268105849582173,0.0934136891950065,0.227722772277228,0.148148148148148,270,510
"59","1","0.067","0.143","0.086","0.040","0.070","0.330","0.212","0.052",26,145,125,"0.992","10.686","47.992","83.865",101,49,81,44,51,41,49,51,26,15,20,26,33,51,6,24,27,27,26,29,25,25,5455,"302.843",2054,"218.610",3004,"543.477",2451,"241.065",1532,"212.468",3587,"243.640",1817,"169.154",1445,"199.095",372,"79.941","112.690","198.673","85.983","197.923","215.702","117.028","109.365","130.969",13,11,13,13,6,0,24,11,27,14,2052,1479,30,51,51,27,24,0.583774742124338,0.341704857928506,0.953703703703704,0.0493576741041244,0.371949468848694,0.567901234567901,0.312,261,463
"60","1","0.062","0.092","0.052","0.019","0.045","0.477","0.200","0.054",26,172,206,"0.953","17.061","56.054","115.080",164,64,146,60,71,77,91,80,27,28,29,27,63,71,21,25,42,46,49,62,53,44,14658,"515.544",7412,"397.137",6059,"944.053",8599,"428.510",3893,"130.000",11305,"448.007",3282,"230.368",2139,"280.108",1143,"137.740","125.485","222.733","97.248","184.719","218.492","113.615","90.669","89.069",17,13,13,12,12,10,27,14,45,33,7619,3550,48,98,87,56,31,0.264042459088899,0.142379587938327,0.47289670560441,-0.185070422535211,0.163268556865244,0.301369863013699,0.16504854368932,330,641
"61","0","0.025","0.169","0.247","0.056","0.140","0.218","0.120","0.024",16,62,104,"0.904","4.304","57.023","57.574",54,46,46,58,38,34,45,43,11,13,20,19,33,40,16,11,17,29,21,25,24,27,3484,"257.045",920,"138.811",2011,"421.927",1474,"188.752",787,"232.794",1708,"161.054",1738,"179.054",1211,"225.823",527,"100.770","176.563","228.373","51.809","196.588","219.679","129.703","97.636","122.096",12,8,9,0,6,12,24,15,14,14,854,804,20,26,45,26,19,0.467798594847775,0.262629161882893,0.793911007025761,0.130597014925373,0.162640901771337,0.347826086956522,0.221153846153846,231,517
"62","0","0.036","0.267","0.191","0.054","0.073","0.284","0.086","0.009",24,142,159,"0.895","10.485","53.294","106.387",104,57,83,76,45,38,42,41,22,25,29,27,37,43,22,22,15,21,13,13,14,23,7141,"384.142",1117,"201.882",4847,"673.049",2294,"289.500",2093,"400.451",3210,"244.569",3886,"242.510",2732,"340.978",1154,"144.468","169.557","236.482","66.924","214.067","195.686","147.429","163.205","151.693",18,6,13,11,18,5,28,15,17,6,2266,901,23,60,42,16,26,0.148286604361371,0.131354152079541,0.342453662842012,-0.321864594894562,0.0885153517294986,0.289156626506024,0.220125786163522,177,507
"63","1","0.075","0.187","0.121","0.043","0.066","0.276","0.176","0.055",7,104,122,"0.993","10.044","47.239","85.277",93,47,72,50,49,33,46,49,26,19,22,24,27,49,16,25,11,24,14,24,25,24,5072,"291.963",1349,"171.598",2986,"518.545",2020,"227.617",1494,"344.066",2843,"218.468",2114,"179.983",1466,"239.338",648,"105.355","125.557","202.650","77.093","178.541","212.565","128.901","129.652","120.469",13,10,13,11,8,8,22,9,26,15,1863,930,20,52,49,25,24,0.15617305663032,0.158320189274448,0.30703166935051,-0.129032258064516,0.0890083632019116,0.305555555555556,0.237704918032787,555,551
"64","1","0.068","0.179","0.123","0.021","0.053","0.195","0.277","0.084",7,85,140,"0.952","0.028","52.764","127.191",137,48,78,62,53,0,0,0,22,19,19,20,0,0,29,21,6,32,-19,-19,-20,28,6165,"333.380",2199,"194.711",3180,"581.309",2985,"247.929",1568,"377.321",3643,"102",6165,"333.380",1590,"263.823",872,"119.941","180.574","216.701","36.127","181.780","207.588","139.625","110.827","104.719",12,11,11,11,13,15,20,9,33,22,3643,0,1,77,53,31,22,0.765577820477628,0.474128142741281,0.767224814713149,NA,0.415154134255258,0.628205128205128,0.364285714285714,195,450
"65","0","0.057","0.157","0.106","0.032","0.062","0.389","0.145","0.052",40,193,165,"0.972","16.192","62.591","99.708",119,68,100,65,59,52,64,64,30,26,29,30,39,59,18,29,21,30,26,35,34,29,8648,"396.337",2890,"259.238",5000,"694.578",3648,"298.637",2682,"512.860",5572,"311.622",3017,"219.054",2288,"269.581",729,"108.527","130.916","216.398","85.482","173.829","209.942","114.165","154.268","119.037",15,13,13,15,10,10,25,12,32,17,3737,1770,30,70,65,36,29,0.613962670495334,0.291049953746531,0.953170992774953,-0.0903954802259887,0.464864864864865,0.64,0.327272727272727,300,609
"66","1","0.064","0.213","0.166","0.042","0.106","0.205","0.140","0.066",-10,33,96,"0.955","12.146","52.821","65.305",64,54,43,53,44,47,49,48,19,45,21,20,47,45,47,19,0,26,2,28,28,25,3642,"248.588",801,"117.841",2060,"433.881",1582,"185.439",1055,"241.581",1905,"173.740",1742,"168.912",986,"232.752",756,"113.841","203.209","224.093","20.884","200.641","233.214","65.271","97.863","101.617",9,10,9,10,15,-1,20,11,23,13,1797,163,3,40,45,26,19,0.712335958005249,0.338550247116969,0.747913188647746,0.429447852760736,0.451010293556996,0.651162790697674,0.364583333333333,257,475
"67","0","0.106","0.246","0.065","0.028","0.075","0.234","0.169","0.076",23,122,193,"0.937","16.553","72.873","168.352",174,67,99,94,90,66,77,88,29,32,35,18,51,90,46,26,5,64,34,42,70,61,13141,"484.754",4493,"304.208",5856,"890.400",7285,"405.647",2738,"535.789",7231,"354.995",5820,"324.794",3089,"422.475",2731,"219.681","130.211","195.121","64.911","169.164","166.596","89.527","103.830","81.984",14,8,17,11,1,9,39,22,51,40,3862,3283,38,61,83,61,22,0.389572673212557,0.163990563884027,0.695753495598136,0.0365519342065184,0.232386363636364,0.363636363636364,0.170984455958549,352,673
"68","1","0.057","0.210","0.215","0.054","0.055","0.217","0.150","0.042",33,145,132,"0.990","3.192","46.576","89.494",87,48,66,66,50,34,39,44,23,23,27,25,34,49,25,24,0,22,11,12,19,27,5582,"319.900",883,"122.426",3489,"553.462",2093,"234.422",1684,"319.782",2568,"214.770",2965,"211.740",1782,"291.581",1183,"123.841","161.676","237.226","75.550","166.435","215.496","111.342","119.624","88.909",13,15,10,13,16,12,24,14,25,12,1553,969,22,44,43,17,26,0.3851246105919,0.354353278394841,0.734063103670315,-0.152734778121775,0.162790697674419,0.454545454545455,0.348484848484849,196,444
"69","1","0.094","0.140","0.055","0.019","0.084","0.282","0.219","0.107",22,93,115,"0.954","21.533","65.079","84.659",100,63,71,44,55,55,72,66,23,25,33,30,38,56,32,23,6,33,30,39,36,32,5866,"305.138",2092,"202.167",3071,"541.889",2795,"237.484",1927,"386.475",4019,"253.137",1792,"170.569",1121,"209.581",671,"103.012","124.293","184.765","60.472","147.828","185.329","111.572","98.005","88.609",11,22,8,14,13,23,17,9,38,24,1290,2660,41,30,70,36,34,0.0574769843244588,0.0874531196726901,0.133333333333333,0.0214285714285714,-0.0142161379491904,0.0563380281690141,0.0695652173913043,206,417
"70","1","0.056","0.095","0.062","0.026","0.052","0.487","0.168","0.054",-11,131,162,"0.979","15.226","60.524","102.529",139,81,118,44,54,48,55,56,24,18,23,23,40,54,17,31,23,23,30,32,33,29,7909,"389.095",3540,"402.593",3778,"708.716",4131,"346.936",2456,"552.818",5925,"517.362",7853,"517.362",1295,"211.924",539,"402.593","81.945","196.607","114.663","178.307","206.709","79.394","91.350","123.660",15,9,11,15,12,5,22,11,34,19,2458,3468,63,55,55,32,23,0.234936708860759,0.156024781894045,0.614727420667209,-0.0187427912341407,0.111084014144617,0.23728813559322,0.141975308641975,220,425
"71","0","0.070","0.142","0.069","0.039","0.126","0.291","0.186","0.076",7,80,122,"0.987","18.049","60.741","79.334",94,63,73,49,64,55,68,72,35,16,26,29,40,67,16,40,24,27,39,42,43,33,6440,"311.559",2569,"203.338",3102,"563.472",3338,"251.913",1768,"399.262",4337,"253.924",2039,"191.539",1299,"242.794",740,"109.255","117.614","233.178","115.564","185.710","217.596","130.333","191.388","118.538",13,12,19,17,11,5,32,13,33,16,2634,1628,24,49,73,47,26,0.0486511413419414,0.0312111801242236,0.082004555808656,-0.00368550368550369,0.000117082308863155,0.0410958904109589,0.040983606557377,194,445
"72","0","0.043","0.215","0.116","0.022","0.065","0.394","0.116","0.029",8,113,191,"0.896","15.670","70.141","152.003",167,77,105,86,54,69,65,60,29,30,28,33,62,55,62,29,0,26,39,37,27,28,10628,"477.359",2897,"256.267",6427,"826.687",4201,"349.328",3484,"546.475",6381,"340.208",4193,"267.924",2914,"376.735",1279,"158.811","154.016","182.115","28.099","161.090","169.612","143.265","80.745","71.290",16,15,11,18,62,62,26,15,29,11,5165,1148,21,84,60,28,32,0.0672308415608839,0.144617990214528,0.0234269119070668,0.248257839721254,-0.14724025974026,-0.0571428571428571,0.0785340314136126,270,628
"73","0","0.044","0.179","0.098","0.066","0.180","0.388","0.029","0.015",14,125,185,"0.929","21.949","65.022","112.760",130,82,111,74,76,49,67,65,43,27,40,38,39,77,24,32,15,45,22,27,27,36,10721,"463.094",3614,"582.617",5795,"831.418",4926,"368.323",2907,"290.166",6521,"358.451",4124,"272.108",2845,"153.539",1279,"357.647","6.607","15.496","8.889","12.642","13.086","7.791","10.822","10.475",16,11,20,19,8,8,51,29,25,6,3170,3275,48,63,69,43,26,0.397485048305475,0.297267045984516,0.83217665615142,-0.0222900763358779,0.179292929292929,0.414414414414414,0.286486486486487,272,586
"74","1","0.057","0.134","0.129","0.039","0.093","0.310","0.177","0.061",25,120,166,"0.957","12.297","67.590","155.435",173,73,95,71,71,74,87,83,31,31,43,39,66,73,22,33,44,40,43,44,44,40,11466,"438.128",3967,"281.338",5829,"775.921",5638,"363.907",3344,"485.363",7311,"341.681",4084,"255.196",2453,"334.007",1631,"158.811","114.599","171.026","56.427","136.799","146.905","80.289","108.436","84.436",18,17,10,19,12,6,32,22,38,19,4495,2973,39,58,85,47,38,-0.013267678840104,0.010989010989011,0.204004449388209,-0.254961318533468,-0.0225341130604288,0.168421052631579,0.186746987951807,316,729
"75","1","0.070","0.137","0.131","0.061","0.141","0.240","0.148","0.072",29,113,151,"0.965","18.342","75.768","97.448",107,82,84,67,83,79,92,94,40,52,36,38,22,86,16,41,6,45,27,56,56,43,10786,"408.076",3474,"245.823",6054,"699.248",4732,"292.134",2958,"484.475",6432,"326.652",4271,"261.439",3056,"316.836",1215,"141.397","184.192","226.587","42.396","192.709","230.652","136.370","173.109","127.315",16,22,19,22,11,7,41,22,43,21,3683,2657,30,54,94,58,36,0.117692786069652,0.0391247913962544,0.230790116752647,-0.0331200602182913,0.12687074829932,0.19047619047619,0.0728476821192053,336,623
"76","0","0.007","0.117","0.285","0.054","0.131","0.344","0.055","0.007",9,86,155,"0.902","6.177","54.768","101.717",104,69,77,78,43,49,50,50,15,18,20,23,44,43,18,15,26,28,31,30,27,28,6647,"375.695",2086,"205.255",3415,"657.600",3232,"281.905",1457,"387.966",3543,"240.711",3061,"232.510",1943,"313.279",1118,"136.770","96.244","189.453","93.209","170.816","193.732","85.231","94.063","105.962",14,9,9,6,11,6,31,22,12,6,2406,1081,24,53,51,27,24,0.116285633643805,0.0574695351286295,0.273482959268495,-0.223866790009251,-0.0288600288600288,0.103896103896104,0.129032258064516,234,489
"77","0","0.058","0.140","0.090","0.025","0.071","0.346","0.223","0.047",7,145,149,"0.967","9.920","73.654","128.028",150,76,90,59,52,0,0,0,28,19,23,28,0,0,20,31,36,26,-19,-23,-28,24,7633,"373.987",2897,"242.225",3822,"673.966",3811,"299.979",2308,"481.279",5205,"130",7633,"373.987",1486,"265.037",887,"118.912","82.886","190.554","107.668","138.048","173.030","73.382","132.372","111.812",10,11,12,15,10,10,24,12,30,15,1985,3153,54,36,61,39,22,0.0332372718539866,0.0644569631861653,-0.0261964735516373,0.0707262924199175,-0.0684791174152877,-0.0111111111111111,0.0536912751677852,185,431
"78","0","0.049",NA,"0.070","0.016","0.167","0.384","0.119","0.049",21,98,125,"0.924","27.680","62.078","77.554",96,72,77,48,42,47,65,71,13,29,35,42,39,49,28,21,11,28,18,30,29,29,6058,"336.258",1678,"232.350",3421,"596.379",2637,"298.291",2646,"391.830",4324,"260.309",1692,"161.841",735,"23.899",930,"118.184","143.791","227.831","84.040","154.757","166.709","132.654","147.654","75.439",0,37,7,8,0,28,17,10,26,18,1153,3116,49,28,56,19,37,0.493293246993525,0.0736216573126444,1,0.296854942233633,0.39313023425173,0.480519480519481,0.144,265,475
"79","1","0.061","0.161","0.197","0.048","0.070","0.229","0.172","0.063",43,105,117,"0.975","1.549","46.851","81.683",84,48,62,55,47,31,47,50,28,24,21,25,25,47,25,26,0,21,7,26,25,19,4620,"277.843",994,"133.154",3046,"468.808",1574,"191.439",1445,"290.936",2439,"197.782",2134,"181.740",1573,"236.267",561,"92.527","179.936","232.949","53.012","197.001","239.739","161.491","113.291","164.546",12,12,10,16,-1,0,20,10,26,10,1613,777,17,45,49,25,24,-0.353833538335383,-0.202380952380952,-0.489150650960942,-0.0875160875160875,-0.105720766129032,-0.209677419354839,-0.094017094017094,210,473
"80","1","0.068","0.154","0.116","0.060","0.113","0.263","0.167","0.059",2,85,117,"0.990","13.392","57.053","78.091",87,60,66,51,57,0,0,0,32,22,34,32,0,0,21,31,24,30,-22,-34,-32,29,6281,"304.943",1807,"185.054",3634,"552.113",2647,"247.671",1939,"363.764",3746,"112",6281,"304.943",1664,"265.865",811,"126.811","125.356","155.679","30.324","143.646","170.680","98.082","105.654","89.263",10,20,12,17,7,11,30,18,29,12,1007,2676,43,23,60,28,32,0.41350774159103,0.206018149976118,1,0.178998505231689,0.273181818181818,0.378787878787879,0.145299145299145,225,450
"81","0","0.031","0.252","0.200","0.155","0.126","0.209","0.023","0.005",46,148,149,"0.931","17.858","64.662","108.004",97,75,76,73,63,27,41,50,27,16,20,23,20,60,12,25,8,35,11,21,27,40,8013,"378.397",1451,"192.811",4093,"689.379",3920,"311.539",1431,"362.250",2882,"239.439",5068,"279.279",2635,"407.345",2433,"200.066","131.882","221.739","89.857","197.100","188.937","148.711","130.109","189.405",13,7,15,12,9,3,51,36,11,0,1047,1793,36,40,43,22,21,-0.350798056904927,0.161237988269063,-0.344794651384909,-0.350808700501952,-0.163564398801883,0.0394736842105263,0.174496644295302,275,554
"82","0","0.063","0.126","0.064","0.014","0.022","0.412","0.249","0.051",20,120,152,"0.940","13.084","72.152","69.331",101,74,100,52,48,62,63,53,23,30,30,29,56,46,21,22,35,24,32,33,24,22,7733,"387.436",2961,"280.752",4157,"703.041",3576,"315.605",2677,"545.848",5638,"315.096",2047,"176.811",1457,"222.652",590,"95.841","181.423","227.134","45.711","181.364","187.597","120.236","138.189","118.714",14,14,7,15,10,10,14,7,33,18,1675,3854,70,30,62,35,27,0.200603050727208,0.117677486098539,0.611940298507463,0.0129735339906591,0.0433566433566434,0.1,0.0592105263157895,229,480
"83","1","0.100","0.171","0.085","0.023","0.060","0.245","0.210","0.106",25,98,129,"0.964","13.507","64.878","82.328",93,60,73,56,60,56,76,67,21,30,40,30,38,61,34,22,4,39,26,36,37,42,7084,"330.092",2063,"199.095",3981,"569.167",3103,"239.525",2299,"378.818",4362,"257.723",2662,"204.225",1661,"251.723",1001,"123.498","175.081","233.400","58.319","184.523","216.119","139.506","129.555","171.754",21,18,9,12,9,22,19,10,41,29,2054,2229,34,39,76,37,39,0.174690508940853,0.159090909090909,0.184518013631938,0.16509645580978,-0.0157480314960629,0,0.0155038759689922,192,187
"84","1","0.082","0.173","0.085","0.026","0.042","0.317","0.198","0.077",22,95,124,"0.942","14.342","60.248","81.163",94,59,75,49,49,44,51,50,22,44,51,27,28,49,28,22,0,27,0,0,23,27,5196,"317.628",646,"105.255",3923,"469.731",1273,"154.368",2617,"306.149",3263,"254.894",1884,"171.740",1284,"216.510",600,"98.770","117.015","200.123","83.109","165.625","183.053","89.493","86.957","78.678",28,16,9,13,0,0,18,9,31,18,1819,1391,29,46,51,8,43,0.169782408826234,0.0775596612779061,0.232545354590434,0.0891445003594536,0.0590785907859079,0.0666666666666667,0.00806451612903226,234,500
"85","1","0.061","0.127","0.057","0.019","0.094","0.382","0.183","0.076",-27,105,142,"0.950","21.940","71.217","130.300",155,76,88,54,56,68,75,76,19,20,26,32,60,59,19,21,41,38,48,49,44,37,8212,"731.877",3748,"266.652",3558,"677.689",4654,"302.424",2249,"505.103",5997,"312.451",2159,"190.468",1290,"239.480",869,"121.012","92.249","183.478","91.229","156.506","168.819","83.358","94.689","81.784",10,15,6,12,12,6,20,14,36,24,3322,2593,37,51,79,52,27,0.390695347673837,0.289819775937652,0.639072847682119,0.0771307365985345,0.0974576271186441,0.25,0.169014084507042,236,512
"86","0","0.098","0.170","0.077","0.017","0.079","0.315","0.163","0.082",7,71,109,"0.960","20.821","56.402","72.987",84,56,64,45,46,44,55,57,22,21,26,29,38,47,20,22,18,25,23,29,28,24,4817,"282.667",1462,"172.853",2716,"506.640",2101,"223.965",1582,"345.848",3044,"220.995",1727,"162.083",1112,"209.439",615,"95.355","122.065","173.750","51.685","136.998","193.166","61.922","72.162","63.114",13,14,9,13,8,12,14,5,32,19,2340,649,14,50,56,27,29,0.114323258869908,0.114178949553664,0.157264957264957,-0.0261941448382126,0.00940688775510213,0.109375,0.100917431192661,221,450
