"","sexe_dente","Airesecteur1_dente","Airesecteur2_dente","Airesecteur3_dente","Airesecteur4_dente","Airesecteur5_dente","Airesecteur6_dente","Airesecteur7_dente","Airesecteur8_dente","CEJ_crete_dente","M_CEJ_dente","BC_dente","Echancrure1_dente","InclinaisonTable_dente","xBA_dente","yBA_dente","PositionyM_dente","PsitionxM_dente","MC_dente","MB_dente","SLaTaOsM_dente","SLaTaOs25_dente","SLaTaOs50_dente","SLaTaOs75_dente","SEpCoM_dente","SEpCo25_dente","SEpCo50_dente","SEpCo75_dente","SEpTaOs2mmC_dente","SEpTaOsTangM_dente","SEpCo2mmC_dente","SEpCo2mmM_dente","SEpTr2mmC_dente","SEpTr2mmM_dente","SEpTr25_dente","SEpTr50_dente","SEpTr75_dente","SEpTrM_dente","SSuToMa_dente","SPeToMa_dente","SSuTrPaAl_dente","SPeTrAl_dente","SSuToCo_dente","SPeToCo_dente","SSuToTr_dente","SPeToTr_dente","SSuCoAl_dente","SPeCoAl_dente","SSuMaPaAl_dente","SPeMaAl_dente","SSuMaPaBas_dente","SPeMaBas_dente","SSuCoBa_dente","SPeCoBas_dente","SSuTrPaBas_dente","SPeBaTr_dente","NGCoC_dente","NGCoB_dente","DiffNG_dente","NGCoApgauche_dente","NGCoApdroite_dente","NGTrabC_dente","NGTrabB_dente","NGTrabN_dente","VEVIApex_dente","LELIApex_dente","VEVIM_dente","LELIM_dente","VEVI2mmC_dente","LELI2mmC_dente","MVE_dente","MVI_dente","MLE_dente","MLI_dente","SSuApexC_dente","SSuApexM_dente","MApex_dente","CApex_dente","SLaTaOsAp_dente","SEpTrAp_dente","SEpCoAp_dente","surf_alv","surf_mand","surf_rac","surf_souche","haut_alv_mand","haut_alv","haut_mand","FM1_edente","FM2_edente"
"13","1","0.099","0.180","0.100","0.030","0.084","0.226","0.174","0.107",11,68,106,"0.972","17.163","58.846","82.391",88,56,57,49,56,50,64,64,29,15,27,32,45,58,14,29,31,29,35,37,32,27,5198,"285.872",1735,"172.083",2871,"492.070",2383,"215.157",1332,"300.309",3039,"222.711",2103,"184.569",1482,"231.095",621,"100.527","161.223","204.550","43.327","159.502","227.457","114.242","186.165","133.494",11,14,11,18,9,4,21,10,36,18,1345,1623,27,30,64,37,27,0.177690029615005,0.0230858022316275,0.476579925650558,-0.0671595810227973,0.159581646423752,0.175438596491228,0.0188679245283019,250,492
"14","0","0.072","0.108","0.066","0.026","0.119","0.311","0.221","0.077",19,92,115,"0.977","18.748","62.724","72.047",92,65,73,42,56,66,74,73,22,29,37,50,58,59,33,50,25,9,37,37,23,34,6636,"314.059",2367,"190.652",3754,"548.283",2882,"234.670",2427,"443.505",4794,"266.267",1786,"169.154",1305,"194.953",450,"39.799","85.115","161.707","76.592","122.941","164.238","78.353","90.146","102.907",8,13,8,15,11,18,21,13,36,21,4679,0,2,71,58,34,24,0.284522319566124,0.152200120554551,0.297499465697799,NA,0.140722291407223,0.26027397260274,0.139130434782609,149,413
"15","0","0.042","0.177","0.096","0.013","0.050","0.438","0.155","0.028",38,120,136,"0.886","15.492","69.204","142.243",161,75,82,54,33,54,52,41,20,27,28,26,37,32,26,20,11,12,27,24,15,17,5268,"340.606",1462,"197.882",3174,"611.555",2094,"272.122",2052,"426.877",3514,"254.995",1721,"162.426",1102,"238.853",619,"102.426","139.754","159.269","19.515","146.097","147.428","100.062","106.367","87.308",13,15,7,14,0,-1,12,7,20,6,2113,1352,35,47,51,23,28,0.309334092202618,0.228739559605163,0.619025082820634,-0.161242603550296,0.106941838649156,0.317073170731707,0.235294117647059,274,487
"16","1","0.049","0.131","0.089","0.023","0.044","0.348","0.273","0.043",9,171,161,"0.894","7.637","67.654","120.147",147,69,108,53,46,60,63,58,16,25,22,22,16,47,16,18,0,29,35,41,36,30,7700,"404.398",3182,"250.225",3705,"692.527",4019,"299.713",2246,"474.978",5416,"323.581",2238,"181.154",1431,"234.167",807,"113.012","116.221","183.613","67.392","150.553","167.547","73.893","75.208","107.633",11,13,8,11,0,10,21,13,26,15,3178,2170,41,67,65,41,24,0.445531757754801,0.297922077922078,0.70862177470107,0.0658986175115207,0.195473251028807,0.37037037037037,0.217391304347826,226,493
"17","0","0.007","0.088","0.249","0.098","0.108","0.292","0.147","0.011",-14,91,145,"0.989","-1.835","46.606","89.986",NA,96,76,69,48,49,52,52,17,22,19,17,44,48,22,16,22,32,27,33,35,31,6578,"346.352",2193,"204.953",3278,"623.853",3300,"277.968",1450,"377.037",3643,"236.083",2887,"212.912",1811,"293.924",1076,"143.012","145.078","221.431","76.353","201.707","208.195","133.814","92.286","158.100",11,8,10,7,20,3,38,28,11,4,1343,2249,45,31,51,33,18,0.785890749382377,0.563545150501672,0.939687267311988,0.688750555802579,0.170480549199085,0.342105263157895,0.206896551724138,1,333
"18","1","0.067","0.128","0.062","0.018","0.061","0.359","0.238","0.068",11,104,140,"0.979","12.832","55.779","88.322",113,56,93,47,51,50,58,61,22,19,28,27,42,53,23,22,19,31,31,30,34,27,6793,"340.825",2591,"257.966",3529,"647.169",3264,"306.250",2296,"481.647",4887,"283.681",1855,"172.326",1211,"217.439",644,"103.113","79.340","168.202","88.862","137.975","160.463","66.866","63.251","59.448",14,15,9,12,15,9,19,10,33,21,2632,2099,35,55,60,30,30,0.17024759566196,0.0694832916237303,0.349164133738602,-0.0871843735111958,0.0921776245588114,0.150537634408602,0.0642857142857143,216,436
"19","1","0.059","0.183","0.172","0.055","0.043","0.202","0.238","0.049",33,149,139,"0.978","-0.552","53.923","99.159",106,53,85,54,48,27,33,39,24,16,16,20,21,47,21,23,0,24,11,17,19,26,5173,"320.072",1177,"174.326",3334,"553.050",1839,"232.853",1545,"363.723",2722,"237.397",2403,"187.740",1765,"242.510",638,"102.770","77.375","207.970","130.595","176.891","169.863","78.337","90.905","83.237",8,8,10,13,0,0,22,12,26,13,1293,1394,35,50,35,18,17,0.529757531227039,0.162381596752368,0.91337973704563,0.143472022955524,0.305771365149833,0.470588235294118,0.237410071942446,253,557
"20","1","0.039","0.137","0.211","0.068","0.100","0.242","0.164","0.038",11,89,131,"0.954","1.183","55.997","87.130",91,62,66,65,57,52,55,59,13,13,12,13,53,58,18,13,35,45,39,43,46,44,6679,"345.235",2548,"204.083",2701,"600.261",3978,"258.370",1058,"353.681",3606,"239.598",3016,"219.882",1630,"279.380",1386,"147.498","152.728","186.669","33.941","147.367","169.407","101.619","72.299","89.513",6,6,6,7,11,9,33,27,24,17,1737,1811,32,34,55,43,12,0.0773710482529118,0.0642311723311873,0.270005757052389,-0.101601325234677,0.0876099706744868,0.136363636363636,0.0534351145038168,119,378
"21","0","0.093","0.170","0.091","0.047","0.138","0.199","0.186","0.077",41,115,137,"0.939","20.439","76.452","160.973",169,77,74,63,85,79,86,86,28,70,24,24,40,86,40,27,0,59,9,62,62,57,9126,"387.245",3109,"240.953",4055,"686.690",5071,"301.174",2311,"439.120",5420,"314.166",3621,"257.338",1716,"321.806",1905,"180.468","124.212","156.356","32.144","125.881","162.812","121.148","77.839","103.798",38,39,15,15,10,17,43,23,43,30,796,4544,52,20,77,0,77,0.0819188191881919,0.086675432829279,-0.0703517587939698,0.106294014084507,-0.0345786963434022,-0.027027027027027,0.0072992700729927,183,419
"22","0","0.078","0.097","0.022","0.004","0.006","0.346","0.345","0.104",10,119,152,"0.950","14.051","63.894","132.279",171,58,109,43,50,63,69,58,20,30,61,27,48,51,21,25,27,26,33,8,31,29,7988,"376.185",3622,"308.936",3856,"683.684",4132,"308.872",2732,"255.965",6354,"329.723",1584,"160.569",1104,"190.752",591,"80.184","82.652","180.619","97.967","152.009","152.046","84.000","75.628","101.613",13,15,4,16,7,5,7,3,43,27,1855,4435,73,36,67,40,27,0.288794460182562,0.17864296444667,0.862533692722372,0.0482525366403608,0.129750982961992,0.238532110091743,0.125,197,431
"23","1","0.081","0.152","0.101","0.035","0.152","0.274","0.133","0.073",11,78,121,"0.949","24.835","68.565","78.160",88,73,67,54,64,59,74,77,21,17,19,22,51,66,15,20,36,46,42,55,55,43,6821,"328.564",3029,"221.338",2718,"587.673",4111,"264.873",1242,"359.404",4267,"259.723",2490,"204.468",1451,"250.894",1039,"130.426","183.518","207.742","24.225","168.548","207.684","161.930","99.727","104.239",8,10,9,10,4,9,28,19,34,24,1974,2213,31,36,75,56,19,0.299976564330912,0.120803401260812,0.828267477203647,-0.166290103931315,0.228517606144037,0.343283582089552,0.148760330578512,217,452
"24","0","0.040","0.169","0.164","*","0.051","0.347","0.177","0.022",7,110,152,"0.871","7.873","58.278","95.249",108,63,88,65,41,54,52,47,22,19,27,25,29,41,3,23,27,18,35,25,22,19,6724,"383.483",2131,"236.167",3804,"677.729",2925,"314.350",1858,"191.681",3994,"273.238",2689,"203.154",1914,"276.166",775,"111.012","90.570","185.950","95.380","169.689","170.928","72.881","101.487","103.532",13,14,10,14,5,3,21,11,22,8,3115,833,21,66,47,21,26,0.21256885327992,0.130874479476502,0.320706260032103,-0.177671068427371,0.0220588235294118,0.125,0.105263157894737,194,447
"25","1","0.086","0.191","0.090","0.037","0.103","0.296","0.142","0.056",4,67,109,"0.980","18.492","51.952","73.363",81,59,63,46,50,0,0,0,19,0,0,0,0,0,0,0,19,32,0,0,0,30,4574,"273.418",1633,"171.640",2154,"498.952",2420,"225.480",1068,"104.000",2701,"104",4574,"273.418",1066,"273.418",757,"111.255","136.244","115.093","-21.151","166.296","175.319","86.320","92.924","80.555",8,8,9,10,7,7,24,15,27,17,1498,1153,23,40,50,34,16,0.0925583117363939,-0.039790118058592,0.168891855807744,0.00520381613183001,0.111111111111111,0.111111111111111,0,214,434
"26","1","0.076","0.173","0.065","0.011","0.035","0.410","0.177","0.054",18,114,152,"0.943","16.898","67.251","94.221",116,69,96,56,46,53,56,52,16,12,19,20,32,46,8,17,24,29,41,37,32,30,6851,"370.561",3098,"263.622",2884,"657.091",3992,"306.569",1518,"475.345",4594,"295.037",2211,"182.912",1347,"241.581",864,"116.669","148.885","186.476","37.590","155.142","172.070","149.763","101.110","104.756",9,10,7,10,-2,7,14,7,32,22,2357,2182,44,52,55,36,19,0.0559425337396604,0.0462706174281127,0.194314806957997,-0.0893675527039413,0.0299295774647887,0.09375,0.0657894736842105,214,427
"27","1","0.036","0.198","0.224","0.045","0.046","0.280","0.140","0.031",17,102,144,"0.928","4.531","48.373","95.232",96,52,75,69,41,38,46,43,17,23,24,25,30,41,19,18,11,23,15,22,18,20,6021,"344.420",1256,"174.912",3341,"618.033",2680,"273.810",1716,"353.622",2972,"224.711",3008,"212.953",1608,"311.966",1400,"149.012","167.398","219.506","52.108","154.404","180.395","116.297","95.168","157.702",9,10,6,11,8,9,20,14,21,10,388,2545,60,15,37,14,23,-0.00302826379542396,-0.0327188174721807,0.695876288659794,-0.130451866404715,0.125970149253731,0.186666666666667,0.0694444444444444,201,453
"28","1","0.110","0.223","0.051","0.023","0.056","0.278","0.181","0.078",3,132,125,"0.977","17.134","54.014","119.529",128,50,71,54,53,38,46,53,21,13,21,29,34,53,9,21,25,32,25,25,24,32,5237,"305.753",1753,"203.297",2673,"562.299",2596,"257.904",1331,"327.865",3072,"231.297",2112,"190.468",1301,"248.309",811,"119.841","135.119","156.195","21.076","142.095","161.453","88.956","129.387","80.508",9,11,10,12,6,4,19,9,32,20,1184,1841,37,34,46,26,20,0.3330078125,0.274966583922093,0.745777027027027,0.0678978815860945,0.0761400083670338,0.253521126760563,0.192,217,445
"29","1","0.116","0.155","0.077","0.027","0.111","0.233","0.162","0.119",14,84,123,"0.963","24.804","69.199","80.514",90,66,70,53,72,57,81,83,17,23,22,22,33,75,18,20,15,55,34,59,61,55,7483,"333.714",3181,"233.622",2899,"601.634",4584,"268.465",1449,"395.245",4630,"271.622",2781,"216.953",1433,"260.593",1348,"153.640","73.261","144.472","71.211","150.693","177.248","74.511","61.914","71.880",9,13,7,9,-1,6,26,19,47,38,3037,1510,20,50,85,62,23,0.166522678185745,0.131631698516638,0.239380968060586,0.0291390728476821,0.0650065530799475,0.171428571428571,0.113821138211382,206,437
"30","0","0.113","0.151","0.034","0.007","0.032","0.266","0.285","0.111",27,113,139,"0.939","14.123","64.486","87.379",108,63,86,53,57,68,73,70,17,23,25,25,63,58,61,17,2,41,45,48,45,43,7859,"368.963",3289,"243.439",3426,"654.318",4433,"286.115",2132,"465.120",5421,"301.681",2381,"193.397",1277,"246.551",1104,"133.154","176.005","221.597","45.592","180.503","217.523","110.716","97.528","91.027",12,11,6,11,8,18,12,6,45,34,2569,2776,42,44,73,48,25,0.0488839697472791,-0.0164143020740552,0.131957960295835,-0.029178674351585,0.0561874045153626,0.0697674418604651,0.0143884892086331,189,429
"31","0","0.091","0.121","0.043","0.029","0.111","0.298","0.217","0.090",7,152,148,"0.994","21.849","75.829","130.529",154,76,92,56,82,78,90,92,26,26,33,31,62,84,42,27,20,57,-26,-33,-31,56,10439,"394.509",4601,"282.995",4380,"711.427",6059,"316.917",2811,"510.961",7412,"145",10439,"394.509",1543,"279.321",1402,"156.912","103.931","175.144","71.213","140.792","176.455","142.040","103.465","119.010",14,18,12,13,31,12,34,22,48,35,4641,2675,31,61,92,61,31,0.169320021586616,0.0706006322444679,0.288730876966171,-0.0310280373831776,0.107584893684545,0.173913043478261,0.0743243243243243,139,386
"32","1","0.063","0.210","0.179","0.055","0.061","0.177","0.188","0.066",11,97,142,"0.999","1.174","55.393","94.342",93,54,70,72,62,47,56,62,23,17,26,25,38,62,17,25,21,37,30,30,37,39,7373,"344.636",2124,"204.468",3736,"607.202",3639,"286.309",1471,"331.622",3600,"235.882",3711,"237.297",2235,"313.966",1476,"154.669","79.232","203.460","124.229","163.494","183.680","95.161","79.522","86.623",17,11,13,11,5,12,30,17,33,22,1375,2169,38,33,56,30,26,0.0911111111111111,0.0901939509019395,0.412363636363636,-0.109727985246657,0.0407530454042082,0.128571428571429,0.0915492957746479,217,550
"33","1","0.077","0.184","0.117","0.031","0.054","0.318","0.164","0.054",-11,147,153,"0.979","11.594","54.561","132.994",145,55,90,63,55,42,53,55,24,29,24,26,34,55,22,25,12,30,13,29,29,31,7280,"434.274",1905,"237.983",4138,"671.744",3142,"307.620",2360,"450.250",4265,"274.267",2960,"212.468",1754,"289.380",1206,"138.912","107.178","178.946","71.768","157.203","176.899","129.572","122.849","89.727",13,12,12,14,11,11,22,10,34,20,2107,2097,39,49,55,28,27,-0.149824150058617,-0.159340659340659,-0.135263407688657,-0.166428230805913,0.0170068027210885,0.0555555555555556,0.0392156862745098,201,454
"34","1","0.056","0.129","0.138","0.057","0.129","0.377","0.083","0.030",18,96,131,"0.921","20.433","70.859","128.596",142,82,78,53,55,47,56,57,20,18,18,23,46,52,24,19,22,33,29,38,34,35,6389,"349.894",2306,"214.853",3084,"616.916",3305,"267.431",1618,"416.576",3924,"269.723",2410,"193.297",1446,"248.794",964,"125.498","141.308","191.675","50.367","158.069","166.681","88.146","77.806","88.746",6,7,8,12,11,12,28,20,27,15,1312,2559,47,31,50,38,12,0.0805300713557594,0.151510408514635,0.0571646341463415,0.0918327471668621,-0.150514839491217,-0.115384615384615,0.0305343511450382,214,438
"35","0","0.149","0.160","0.028","0.016","0.117","0.275","0.141","0.115",11,90,136,"0.949","34.929","75.945","86.031",99,72,79,57,80,68,83,91,26,26,36,38,35,82,10,28,25,49,42,47,53,50,8994,"384.362",3421,"250.936",4220,"688.762",4834,"305.187",2426,"456.257",5768,"315.321",3146,"239.095",1768,"291.563",1364,"155.054","77.652","163.113","85.461","122.258","153.918","48.773","55.433","72.661",14,24,12,13,0,11,26,14,53,40,3298,2378,28,51,90,53,38,0.415915395284327,0.313653546808984,0.604912067919951,0.164423885618167,0.139240506329114,0.329113924050633,0.220588235294118,197,443
"36","1","0.020","0.214","0.207","0.058","0.072","0.302","0.117","0.009",-1,97,141,"0.919","6.911","48.623","97.554",99,54,75,66,38,39,38,37,17,26,22,30,24,37,24,17,0,20,13,16,7,18,5078,"341.240",867,"169.640",3347,"591.163",1749,"253.079",1664,"337.723",2522,"225.983",2518,"199.983",1657,"287.823",861,"129.841","169.385","205.104","35.719","183.211","159.884","144.837","81.885","125.899",13,10,12,5,7,16,25,13,12,7,1198,1284,36,39,38,15,23,0.204599524187153,0.226467113036629,0.468280467445743,-0.044392523364486,-0.00266666666666667,0.146666666666667,0.148936170212766,209,420
"37","1","0.082","0.180","0.147","0.040","0.087","0.235","0.154","0.074",27,102,115,"0.980","9.995","52.049","77.689",81,52,63,54,55,39,53,59,28,34,31,38,32,57,32,31,0,26,5,22,21,30,5233,"285.265",970,"138.225",3543,"482.196",1690,"196.752",1882,"298.836",2852,"212.610",2326,"192.569",1633,"246.510",693,"105.941","139.708","212.131","72.423","181.242","224.191","158.776","95.467","104.732",10,14,10,16,1,0,24,14,31,15,1087,1712,31,30,47,21,25,0.108695652173913,0.141792470858016,0.356025758969641,-0.0414719626168224,0.0507936507936507,0.174603174603175,0.130434782608696,225,427
"38","1","0.067","0.125","0.070","0.029","0.174","0.427","0.072","0.036",-8,71,119,"0.936","31.034","62.896","80.254",100,76,79,40,47,40,54,55,26,22,31,40,33,47,18,27,15,20,18,23,15,21,5253,"313.810",1418,"212.451",3385,"559.301",1868,"246.190",2272,"433.144",3690,"260.693",1516,"157.154",1087,"195.924",429,"80.770","132.464","215.116","82.652","184.883","226.384","119.605","127.501","151.428",23,15,14,13,11,8,22,8,25,12,2337,1296,26,53,58,18,40,0.244444444444444,0.229392727964972,0.466837826273,-0.141975308641975,0.056475170399221,0.278481012658228,0.235294117647059,259,440
"39","0","0.044","0.095","0.064","0.017","0.148","0.479","0.114","0.040",34,127,134,"0.877","26.866","69.809","83.718",113,84,93,41,42,62,69,70,19,19,35,46,19,43,14,20,5,23,43,34,24,20,6690,"367.370",2456,"256.451",3887,"646.048",2803,"279.782",2734,"525.487",5190,"317.037",1458,"148.184",1134,"175.640",324,"71.456","179.989","212.338","32.350","180.075","201.077","150.198","134.413","102.551",12,13,5,15,8,7,16,11,27,12,1683,3441,56,37,65,41,24,0.18131021194605,0.0813153961136024,0.755199049316696,-0.0988084859052601,0.145684651251308,0.279569892473118,0.156716417910448,199,424
"40","1","0.062","0.159","0.165","0.058","0.082","0.245","0.151","0.078",21,81,103,"0.971","6.673","46.707","76.576",80,48,58,45,47,20,47,49,15,14,19,20,15,48,15,16,0,32,6,28,29,36,3785,"249.931",1142,"138.669",1974,"431.953",1811,"182.024",938,"263.380",2080,"188.711",1658,"162.083",1021,"201.681",637,"103.598","109.007","130.049","21.043","144.935","174.701","68.596","65.867","54.282",7,10,7,8,0,0,23,16,25,17,1499,529,12,46,49,30,19,-0.0408653846153846,-0.0541611624834875,-0.0426951300867245,-0.0396975425330813,0.0598377281947261,0.0689655172413793,0.00970873786407767,225,438
"41","1","0.032","0.130","0.129","0.060","0.105","0.359","0.163","0.022",3,55,157,"0.957","6.970","57.100","96.897",117,66,96,61,60,57,60,58,27,20,25,22,52,61,32,26,20,35,37,35,36,29,8446,"389.685",3069,"242.083",4462,"682.925",3984,"294.604",2369,"479.238",5438,"305.154",2948,"215.882",2066,"270.309",882,"120.426","168.045","200.461","32.416","157.961","199.206","93.408","139.097","127.762",14,10,14,13,13,19,36,22,23,10,3129,2250,39,57,59,37,22,0.171018756895918,0.105138527113426,0.198785554490252,0.132,-0.100563417190776,-0.114583333333333,-0.0127388535031847,202,457
"42","1","0.023","0.129","0.154","0.057","0.117","0.381","0.117","0.020",-151,-61,153,"0.976","10.554","59.566","93.867",110,71,90,63,53,57,61,60,26,21,24,22,45,54,11,29,34,25,36,37,38,30,7837,"372.216",3021,"252.024",3804,"699.797",4061,"337.037",1937,"408.250",4947,"281.096",2837,"210.811",1824,"291.238",1013,"132.426","80.389","229.605","149.216","205.686","230.749","69.565","97.207","131.378",12,10,11,15,4,8,33,22,19,4,3387,1495,27,63,61,38,23,0.0578128158479887,0.00293479647824423,0.210215529967523,-0.278929765886288,0.0375000000000001,0.144444444444444,0.111111111111111,194,430
"43","1","0.086","0.201","0.101","0.047","0.093","0.274","0.142","0.056",21,86,110,"0.994","16.368","49.593","75.449",81,50,62,48,53,34,44,50,24,12,20,19,32,53,16,25,16,28,22,24,31,29,4562,"272.386",1379,"160.569",2393,"490.297",2169,"217.823",1169,"311.966",2548,"207.397",1961,"180.225",1200,"232.309",761,"110.083","124.311","133.788","9.477","175.557","174.878","82.551","89.788","78.796",14,10,12,11,9,8,26,14,27,16,2283,212,5,57,53,29,24,0.00941915227629513,-0.00679526523454625,0.00919842312746386,-0.150943396226415,0.0958436724565757,0.145161290322581,0.0545454545454545,213,433
"44","0","0.063","0.191","0.080","0.036","0.079","0.388","0.122","0.041",-38,68,142,"0.976","16.430","54.235","89.489",104,58,85,57,49,33,45,50,23,19,26,29,30,49,14,24,16,25,14,19,21,26,5610,"335.710",1517,"217.882",3484,"596.438",2126,"260.526",1988,"425.179",3505,"257.296",2056,"187.196",1473,"236.551",583,"99.355","152.129","232.257","80.128","176.386","216.254","84.334","115.250","153.020",16,13,15,10,8,7,25,10,25,15,1716,1738,35,49,47,20,27,0.137803138373752,0.192691622103387,0.0571095571095571,0.222094361334868,-0.0193419740777668,0.152941176470588,0.169014084507042,188,425
"45","1","0.029","0.110","0.129","0.060","0.171","0.386","0.087","0.029",3,76,119,"0.956","16.217","53.286","73.179",88,65,73,46,47,44,53,56,11,17,21,25,38,49,17,12,21,37,27,32,31,36,5158,"297.767",1998,"202.953",2200,"547.487",2958,"250.900",1438,"371.806",3436,"240.853",1675,"163.740",751,"217.338",924,"123.598","90.658","91.306","0.647","130.574","152.818","111.754","121.595","89.197",7,11,4,6,6,5,27,23,19,13,1954,1419,27,46,56,33,20,0.25174621653085,0.193098100038775,0.48157625383828,-0.0556730091613813,0.088525556046546,0.287671232876712,0.218487394957983,234,459
"46","0","0.060","0.133","0.066","0.029","0.082","0.370","0.214","0.046",16,100,130,"0.977","15.163","58.548","82.657",105,62,84,46,49,57,65,59,23,16,23,24,48,49,11,21,37,28,41,42,35,26,6524,"330.893",2939,"232.953",2993,"598.852",3531,"268.904",1673,"891.813",4612,"266.953",1863,"171.397",1297,"214.752",566,"95.355","112.226","225.065","112.839","184.118","212.136","117.117","137.601","131.571",12,12,11,9,7,6,22,11,26,17,2564,1983,36,48,65,39,26,0.248482220294883,0.219957081545064,0.454758190327613,-0.00958144225920323,0.0419501133786848,0.226190476190476,0.192307692307692,207,427
"47","0","0.080","0.175","0.082","0.011","0.044","0.399","0.157","0.052",29,118,149,"0.878","18.689","64.971","139.990",159,68,89,60,49,57,64,52,31,33,48,38,52,50,52,33,0,17,24,16,14,18,7490,"390.324",1125,"206.409",5772,"662.354",1718,"272.492",3722,"465.889",4847,"295.480",2594,"201.054",2019,"261.380",575,"98.326","113.993","172.686","58.693","149.457","146.738","99.325","85.546","86.087",16,26,10,22,-1,-1,15,5,35,13,1950,2833,52,37,62,21,41,0.224468743552713,0.0662216288384513,0.915897435897436,-0.247793858100953,0.183337900794738,0.325842696629214,0.174496644295302,204,441
"48","0","0.066","0.230","0.165","0.056","0.087","0.182","0.159","0.056",16,112,124,"0.965","7.219","53.060","120.346",117,53,55,69,57,55,58,57,24,32,22,26,54,57,54,23,0,34,23,36,31,33,6118,"323.564",1431,"156.426",3101,"567.250",3017,"244.410",1500,"307.096",2931,"218.669",3130,"225.882",1577,"316.794",1553,"158.912","141.196","155.949","14.753","118.644","152.840","83.903","61.115","102.731",11,10,9,13,1,-1,28,19,29,16,731,2140,38,17,56,36,20,-0.232343909928352,0.0585158548545276,-1.06155950752394,0.0425233644859813,-0.280581818181818,-0.290909090909091,-0.00806451612903226,192,405
"49","0","0.112","0.204","0.097","0.025","0.067","0.230","0.171","0.094",43,108,122,"0.965","17.807","66.310","80.241",NA,85,62,60,61,66,69,66,37,66,64,46,61,62,61,41,0,21,0,5,20,24,6978,"330.482",528,"108.326",5746,"510.477",1232,"179.823",3361,"312.250",3889,"249.924",3028,"214.225",2348,"280.551",680,"114.326","149.525","224.975","75.449","196.333","197.708","109.882","156.755","125.709",34,35,14,23,0,-2,18,4,41,18,1505,2316,36,26,69,0,69,0.0478272049370018,0.0196331327027802,0.134883720930233,-0.00690846286701209,0.0405225273260464,0.0483870967741935,0.00819672131147541,204,448
"50","1","0.027","0.179","0.168","0.066","0.067","0.285","0.188","0.020",-1,142,160,"0.904","2.706","72.899","137.052",148,77,92,68,50,48,41,45,23,26,28,29,45,50,32,21,13,29,22,13,16,27,7223,"387.582",1608,"248.409",4402,"721.853",2821,"355.463",2406,"454.735",4016,"275.983",3157,"221.539",1971,"324.836",1186,"157.297","99.001","153.281","54.281","155.436","170.683","84.561","83.775","94.511",13,9,9,10,15,18,29,21,18,7,2263,1703,38,54,41,13,25,0.149153386454183,0.1345701232175,0.333186036235086,-0.0927774515560775,-0.00241545893719806,0.0978260869565217,0.1,175,439
"51","0","0.109","0.220","0.085","0.043","0.096","0.214","0.142","0.091",9,133,141,"0.999","20.175","73.573","127.366",130,70,69,72,80,60,74,83,32,41,37,38,51,81,51,33,0,48,19,37,45,48,8828,"367.805",2123,"194.024",4769,"639.576",4059,"272.183",2627,"376.877",4750,"276.853",3998,"260.995",2110,"343.706",1888,"178.711","155.786","153.165","-2.621","131.279","164.342","109.216","113.491","89.009",15,22,15,16,1,-2,33,18,48,32,3497,1167,15,54,85,47,38,-0.0362105263157895,0.0552786588128681,-0.0546182442093223,0.0171379605826907,-0.0855978260869566,0.0144927536231884,0.0921985815602837,226,463
"52","0","0.073","0.149","0.118","0.058","0.209","0.220","0.114","0.059",13,78,125,"0.975","29.980","77.094","71.786",79,66,65,60,78,80,89,88,39,33,42,45,63,81,11,42,52,39,47,47,43,39,8420,"354.946",2742,"245.279",4395,"683.230",4025,"332.676",2275,"341.505",5018,"285.823",3324,"240.267",2080,"323.907",1244,"161.640","91.744","203.400","111.656","196.937","196.562","86.163","118.683","148.477",14,29,20,18,1,11,43,23,35,17,1977,2953,35,30,89,47,42,0.182144280589876,0.169002375296912,0.327263530601922,0.0883846935320014,0.0299523485364194,0.123076923076923,0.096,132,367
"53","1","0.092","0.153","0.079","0.038","0.113","0.273","0.178","0.074",21,91,116,"0.983","18.135","59.576","78.464",90,60,70,46,62,45,60,68,34,45,41,42,39,64,39,35,0,29,0,19,26,25,5986,"301.231",1035,"137.397",4498,"489.956",1488,"188.652",2743,"329.078",3778,"247.681",2146,"188.811",1721,"236.309",425,"103.498","106.086","129.690","23.605","128.870","152.515","95.474","69.377","78.443",19,21,15,19,0,0,27,12,34,15,2185,1529,24,46,66,26,40,0.119640021175225,0.127965252255262,0.323569794050343,-0.15892740353172,0.0626262626262626,0.2,0.146551724137931,224,444
"54","0","0.104","0.178","0.083","0.044","0.126","0.195","0.186","0.084",40,117,137,"0.934","21.058","72.407","88.825",96,71,74,63,85,77,84,85,25,77,28,23,35,86,35,26,0,60,56,56,62,60,8930,"385.190",2919,"226.326",4200,"667.575",4730,"284.118",2308,"417.907",5227,"311.581",3618,"255.924",1867,"317.321",1751,"179.397","206.950","221.341","14.391","167.297","217.594","148.809","197.206","115.341",38,39,15,12,1,0,42,27,44,32,666,4620,56,18,77,0,77,0.0401760091830878,0.0620380739081747,-0.0960960960960961,0.0854978354978355,-0.0345786963434022,-0.027027027027027,0.0072992700729927,183,426
